Name,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30,Deck
986347-priest-only,cabal shadow priest,cabal shadow priest,crystalline oracle,crystalline oracle,curious glimmerroot,curious glimmerroot,dragonfire potion,free from amber,holy nova,holy nova,lyra the sunshard,mind control,northshire cleric,northshire cleric,obsidian statue,obsidian statue,power word shield,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shifting shade,shifting shade,thoughtsteal,tortollan shellraiser,tortollan shellraiser,-1
986337-big-spell-priest-v1,arcane tyrant,arcane tyrant,book wyrm,book wyrm,doomsayer,doomsayer,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,free from amber,free from amber,grand archivist,medivh the guardian,mind control,netherspite historian,netherspite historian,northshire cleric,northshire cleric,psychic scream,psychic scream,spiteful summoner,spiteful summoner,tar creeper,tar creeper,twilight acolyte,twilight acolyte,twilight drake,twilight drake,-1
986283-dragon-priest,bone drake,book wyrm,book wyrm,cobalt scalebane,cobalt scalebane,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,primordial drake,psychic scream,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,twilight acolyte,twilight drake,twilight drake,zola the gorgon,1
986271-kac-razakus-dragon-priest,acolyte of pain,auchenai soulpriest,bloodmage thalnos,book wyrm,circle of healing,dragonfire potion,drakonid operative,duskbreaker,golakka crawler,harrison jones,holy smite,kazakus,loot hoarder,mind blast,netherspite historian,northshire cleric,potion of madness,power word shield,priest of the feast,primordial drake,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,silence,twilight drake,0
986268-highlander-dragon-priest,auchenai soulpriest,book wyrm,cabal shadow priest,circle of healing,cobalt scalebane,curious glimmerroot,dragonfire potion,drakonid operative,duskbreaker,gluttonous ooze,kabal talonpriest,loot hoarder,netherspite historian,northshire cleric,pint size potion,potion of madness,power word shield,priest of the feast,primordial drake,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word horror,shadow word pain,shadowreaper anduin,silence,twilight acolyte,twilight drake,0
986263-dragon-quest-keleseth-razakus-nzoth-priest,arcane tyrant,awaken the makers,bone drake,book wyrm,carnivorous cube,cobalt scalebane,crystalline oracle,curious glimmerroot,dragonfire potion,drakonid operative,duskbreaker,kabal talonpriest,kazakus,mistress of mixtures,nzoth the corruptor,obsidian statue,potion of madness,power word shield,primordial drake,prince keleseth,psychic scream,raza the chained,shadow word death,shadowreaper anduin,shifting shade,tortollan shellraiser,twilight acolyte,twilight drake,twilights call,zola the gorgon,0
986236-dragon-priest,bone drake,bone drake,book wyrm,cobalt scalebane,cobalt scalebane,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,power word shield,power word shield,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,sleepy dragon,twilight acolyte,twilight acolyte,twilight drake,twilight drake,ysera,1
986232-dragon-priest-k-c,cobalt scalebane,divine spirit,divine spirit,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,gluttonous ooze,inner fire,inner fire,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadowreaper anduin,twilight acolyte,twilight acolyte,twilight drake,twilight drake,1
986230-big-priest,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,free from amber,greater healing potion,lesser diamond spellstone,lesser diamond spellstone,obsidian statue,obsidian statue,pint size potion,potion of madness,potion of madness,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,shadowreaper anduin,silence,the lich king,ysera,yshaarj rage unbound,2
986228-highleander-dragon-priest,bloodmage thalnos,book wyrm,crystalline oracle,dragon soul,dragonfire potion,drakonid operative,duskbreaker,holy smite,kazakus,loot hoarder,mind blast,netherspite historian,northshire cleric,pint size potion,potion of madness,power word shield,prophet velen,psionic probe,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word horror,shadow word pain,shadowreaper anduin,silence,spirit lash,twilight acolyte,twilight drake,0
986218-highlander-priest,acolyte of pain,auchenai soulpriest,binding heal,bloodmage thalnos,circle of healing,curious glimmerroot,dragon soul,dragonfire potion,gluttonous ooze,golakka crawler,kabal talonpriest,kazakus,loot hoarder,lyra the sunshard,mind blast,northshire cleric,potion of madness,power word shield,priest of the feast,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,silence,spirit lash,wild pyromancer,0
986217-highlander-dragon,alexstrasza,bloodmage thalnos,cabal shadow priest,doomsayer,dragonfire potion,drakonid operative,duskbreaker,gluttonous ooze,greater healing potion,loot hoarder,lyra the sunshard,mind blast,netherspite historian,northshire cleric,novice engineer,potion of madness,power word shield,primordial drake,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,silence,twilight acolyte,twilight drake,zola the gorgon,0
986180-scream,archbishop benedictus,awaken the makers,bloodmage thalnos,crystalline oracle,crystalline oracle,dragonfire potion,dragonfire potion,gilded gargoyle,gilded gargoyle,loot hoarder,loot hoarder,mistress of mixtures,mistress of mixtures,nzoth the corruptor,plated beetle,plated beetle,potion of madness,psychic scream,psychic scream,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,shifting shade,shifting shade,twilights call,twilights call,-1
986142-dragon-priest,bone drake,bone drake,book wyrm,book wyrm,deathwing,deathwing dragonlord,dragonfire potion,dragonfire potion,dragonhatcher,drakonid operative,drakonid operative,duskbreaker,duskbreaker,greater healing potion,harrison jones,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,power word shield,power word shield,primordial drake,primordial drake,shadow visions,shadow visions,shadow word death,shadow word death,shadowreaper anduin,ysera,1
986138-knc-dragon-priest-ft-ttk-with-temporus,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,holy smite,lyra the sunshard,malygos,mind blast,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,prophet velen,psychic scream,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,temporus,twilight acolyte,twilight acolyte,twilight drake,twilight drake,1
986134-dragon-oakenheart-priest,alexstrasza,bone drake,bone drake,cabal shadow priest,deathwing dragonlord,dragonfire potion,dragonfire potion,dragonhatcher,dragonhatcher,drakkari enchanter,drakkari enchanter,duskbreaker,duskbreaker,master oakheart,obsidian statue,pint size potion,pint size potion,potion of madness,potion of madness,priest of the feast,priest of the feast,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,sleepy dragon,spirit lash,ysera,-1
986128-otk-divine-fire-priest-dragon-soul-synergy,divine spirit,divine spirit,dragon soul,dragonfire potion,inner fire,inner fire,kabal talonpriest,kabal talonpriest,lyra the sunshard,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,psionic probe,psionic probe,psychic scream,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word death,shimmering courser,shimmering courser,tar creeper,tar creeper,unidentified elixir,unidentified elixir,-1
986113-otk-priest,circle of healing,circle of healing,dragonfire potion,dragonfire potion,faceless manipulator,greater healing potion,holy fire,holy fire,holy smite,holy smite,malygos,mind blast,mind blast,northshire cleric,northshire cleric,power word shield,power word shield,priest of the feast,prophet velen,psychic scream,psychic scream,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,temporus,-1
986098-otk-dragon-priest,alexstrasza,auchenai soulpriest,auchenai soulpriest,book wyrm,book wyrm,circle of healing,circle of healing,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,greater healing potion,malygos,mind blast,northshire cleric,northshire cleric,primordial drake,primordial drake,psychic scream,psychic scream,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,temporus,twilight acolyte,twilight acolyte,-1
986070-miracle-priest,circle of healing,circle of healing,dragon soul,dragonfire potion,dragonfire potion,forbidden shaping,forbidden shaping,gadgetzan auctioneer,holy smite,holy smite,lyra the sunshard,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,priest of the feast,priest of the feast,psionic probe,psionic probe,psychic scream,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,1
986028-dragon-priest,book wyrm,deathwing dragonlord,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,priest of the feast,priest of the feast,primordial drake,primordial drake,radiant elemental,radiant elemental,shadow word death,shadow word death,shadow word pain,shadow word pain,sleepy dragon,sleepy dragon,twilight acolyte,ysera,1
985993-literally-priest,auchenai soulpriest,auchenai soulpriest,circle of healing,circle of healing,darkshire alchemist,divine spirit,divine spirit,free from amber,greater healing potion,injured blademaster,injured blademaster,inner fire,inner fire,kabal talonpriest,kabal talonpriest,lyra the sunshard,marin the fox,northshire cleric,northshire cleric,novice engineer,potion of madness,potion of madness,power word shield,power word shield,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,-1
985967-k-c-dragon-razakus-priest,acolyte of pain,binding heal,bloodmage thalnos,book wyrm,curious glimmerroot,dragonfire potion,drakonid operative,duskbreaker,holy smite,kazakus,lyra the sunshard,netherspite historian,northshire cleric,potion of madness,power word shield,priest of the feast,primordial drake,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,silence,spirit lash,twilight acolyte,twilight drake,ysera,0
985959-highlander-dragon-priest,auchenai soulpriest,circle of healing,curious glimmerroot,dragonfire potion,drakonid operative,duskbreaker,gnomish inventor,harrison jones,kazakus,loot hoarder,lyra the sunshard,netherspite historian,northshire cleric,novice engineer,potion of madness,power word shield,priest of the feast,primordial drake,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,silence,twilight acolyte,wild pyromancer,ysera,0
