Name,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30
969892-raza-priest-kac,silence,holy smite,northshire cleric,pint size potion,potion of madness,power word shield,psionic probe,radiant elemental,shadow visions,shadow word pain,dragon soul,gilded gargoyle,shadow word death,twilight acolyte,unidentified elixir,duskbreaker,shadow word horror,drakonid operative,lyra the sunshard,raza the chained,cabal shadow priest,psychic scream,shadowreaper anduin,netherspite historian,gnomish inventor,kazakus,twilight drake,cobalt scalebane,book wyrm,primordial drake
969006-razanduin,circle of healing,silence,holy smite,northshire cleric,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,kabal talonpriest,shadow word death,auchenai soulpriest,greater healing potion,priest of the feast,lyra the sunshard,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,bloodmage thalnos,golakka crawler,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,tar creeper,kazakus
968545-keelseth-raza-deathrattle,silence,crystalline oracle,northshire cleric,power word shield,curious glimmerroot,kabal talonpriest,shadow word death,shifting shade,tortollan shellraiser,raza the chained,dragonfire potion,shadowreaper anduin,obsidian statue,fire fly,mistress of mixtures,prince keleseth,acolyte of pain,hyldnir frostrider,mind control tech,stonehill defender,tar creeper,barnes,kazakus,cobalt scalebane,cairne bloodhoof,skulking geist,bonemare,primordial drake,the lich king,nzoth the corruptor
968296-raza-keleseth,crystalline oracle,northshire cleric,potion of madness,power word shield,curious glimmerroot,kabal talonpriest,shadow word death,shifting shade,drakonid operative,kabal songstealer,raza the chained,cabal shadow priest,dragonfire potion,shadowreaper anduin,bloodsail corsair,fire fly,mistress of mixtures,patches the pirate,prince keleseth,acolyte of pain,southsea captain,tar creeper,gnomish inventor,kazakus,twilight drake,cobalt scalebane,cairne bloodhoof,hemet jungle hunter,bonemare,primordial drake
968105-razakus-priest,circle of healing,silence,binding heal,holy smite,northshire cleric,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,kabal talonpriest,shadow word death,auchenai soulpriest,priest of the feast,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,bloodmage thalnos,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,tar creeper,gnomish inventor,kazakus,gadgetzan auctioneer
967960-the-ancient-one-razakus-priest,circle of healing,silence,northshire cleric,pint size potion,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,mirage caller,shadow word death,auchenai soulpriest,greater healing potion,priest of the feast,shadow word horror,holy nova,lyra the sunshard,raza the chained,dragonfire potion,herald volazj,shadowreaper anduin,bloodmage thalnos,loot hoarder,novice engineer,acolyte of pain,gnomish inventor,kazakus,blood of the ancient one
967824-dragon-razakus,silence,crystalline oracle,northshire cleric,potion of madness,power word shield,psionic probe,radiant elemental,shadow visions,shadow word pain,curious glimmerroot,dragon soul,kabal talonpriest,shadow word death,twilight acolyte,duskbreaker,drakonid operative,lyra the sunshard,raza the chained,dragonfire potion,psychic scream,shadowreaper anduin,loot hoarder,netherspite historian,novice engineer,kazakus,twilight drake,harrison jones,bone drake,book wyrm,primordial drake
967647-legend-silvernames-razakus-priest,circle of healing,silence,binding heal,holy smite,northshire cleric,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,shadow word death,thoughtsteal,auchenai soulpriest,priest of the feast,holy nova,lyra the sunshard,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,bloodmage thalnos,dirty rat,doomsayer,novice engineer,wild pyromancer,acolyte of pain,kazakus
967045-razakus-curator,circle of healing,silence,binding heal,holy smite,northshire cleric,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,shadow word death,auchenai soulpriest,priest of the feast,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,bloodmage thalnos,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,coldlight oracle,giant wasp,kazakus,the curator,primordial drake
965272-prince-tempo-dragon-razakus-priest-top-legend-deck,circle of healing,holy smite,northshire cleric,potion of madness,power word shield,curious glimmerroot,kabal talonpriest,shadow word death,auchenai soulpriest,drakonid operative,raza the chained,dragonfire potion,shadowreaper anduin,bloodsail corsair,fire fly,mistress of mixtures,patches the pirate,prince keleseth,coldlight oracle,giant wasp,southsea captain,tar creeper,vicious fledgling,kazakus,twilight drake,cobalt scalebane,cairne bloodhoof,bonemare,the curator,ysera
966190-fun-raza-shadowreaper-marin-dragon-deck,northshire cleric,potion of madness,power word shield,shadow visions,shadow word pain,kabal talonpriest,shadow word death,shifting shade,tortollan shellraiser,drakonid operative,holy nova,raza the chained,dragonfire potion,holy fire,free from amber,shadowreaper anduin,emerald hive queen,doomsayer,netherspite historian,stubborn gastropod,kabal courier,tar creeper,vicious fledgling,twilight drake,bone drake,book wyrm,marin the fox,medivh the guardian,primordial drake,ysera
966815-super-fun-deck-yogg-razakus-medivh-deck,silence,crystalline oracle,holy smite,pint size potion,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,curious glimmerroot,shadow word death,thoughtsteal,shadow word horror,shifting shade,holy nova,raza the chained,dragonfire potion,free from amber,shadowreaper anduin,shifter zerus,acidic swamp ooze,bloodmage thalnos,doomsayer,loot hoarder,tar creeper,kazakus,spellbreaker,elise the trailblazer,medivh the guardian,yogg saron hopes end
966523-razakus,silence,crystalline oracle,holy smite,northshire cleric,pint size potion,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,kabal talonpriest,shadow word death,priest of the feast,shadow word horror,raza the chained,dragonfire potion,holy fire,prophet velen,shadowreaper anduin,bloodmage thalnos,dirty rat,golakka crawler,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,kazakus
966243-razakus-jungle-hunter,silence,holy smite,northshire cleric,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,shadow word death,thoughtsteal,raza the chained,dragonfire potion,archbishop benedictus,prophet velen,shadowreaper anduin,bloodmage thalnos,doomsayer,golakka crawler,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,coldlight oracle,tar creeper,kazakus,burgly bully,hemet jungle hunter
965418-control-nzoth-razakus-25-12,silence,crystalline oracle,northshire cleric,power word shield,mana geode,shadow ascendant,shadow visions,shadow word pain,spirit lash,mirage caller,shadow word death,priest of the feast,shadow madness,tortollan shellraiser,holy nova,kabal songstealer,onyx bishop,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,obsidian statue,loot hoarder,wild pyromancer,igneous elemental,tar creeper,kazakus,tolvir stoneshaper,servant of kalimos,nzoth the corruptor
965330-keleseth-razakus-curator-priest,northshire cleric,potion of madness,power word shield,curious glimmerroot,kabal talonpriest,auchenai soulpriest,drakonid operative,kabal songstealer,raza the chained,shadowreaper anduin,bloodsail corsair,fire fly,patches the pirate,prince keleseth,acolyte of pain,kabal courier,mind control tech,southsea captain,tar creeper,vicious fledgling,gnomish inventor,kazakus,saronite chain gang,twilight drake,bittertide hydra,cobalt scalebane,cairne bloodhoof,bonemare,the curator,primordial drake
963115-legend-boink-razakazadragonzoth,circle of healing,silence,northshire cleric,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,shadow word death,auchenai soulpriest,priest of the feast,drakonid operative,lyra the sunshard,raza the chained,dragonfire potion,shadowreaper anduin,obsidian statue,bloodmage thalnos,golakka crawler,loot hoarder,netherspite historian,acolyte of pain,stonehill defender,kazakus,twilight drake,bone drake,skulking geist,nzoth the corruptor
964960-dragon-razakus,silence,holy smite,northshire cleric,pint size potion,power word shield,mind blast,shadow visions,shadow word pain,spirit lash,shadow word death,eternal servitude,greater healing potion,shadow word horror,drakonid operative,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,bloodmage thalnos,netherspite historian,acolyte of pain,gluttonous ooze,stonehill defender,kazakus,twilight drake,elise the trailblazer,bone drake,the curator,primordial drake,ysera
964940-kazakus-raza-prist,circle of healing,silence,crystalline oracle,holy smite,northshire cleric,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,spirit lash,shadow word death,auchenai soulpriest,greater healing potion,priest of the feast,holy nova,lyra the sunshard,raza the chained,cabal shadow priest,dragonfire potion,prophet velen,shadowreaper anduin,bloodmage thalnos,doomsayer,wild pyromancer,acolyte of pain,gluttonous ooze,kabal courier,kazakus,skulking geist
964811-rusch-raza-priesr,power word shield,divine spirit,lightwell,mana geode,radiant elemental,shadow ascendant,shadow word pain,kabal talonpriest,shadow word death,shadowform,auchenai soulpriest,lightspawn,tortollan shellraiser,drakonid operative,holy nova,raza the chained,temple enforcer,shadowreaper anduin,arcane anomaly,elven archer,young priestess,faerie dragon,knife juggler,pint sized summoner,pompous thespian,saronite chain gang,cobalt scalebane,bone drake,boulderfist ogre,bonemare
964721-razakus-dragon-priest,silence,holy smite,mind vision,northshire cleric,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,kabal talonpriest,shadow word death,mass dispel,priest of the feast,drakonid operative,raza the chained,dragonfire potion,shadowreaper anduin,bloodmage thalnos,crazed alchemist,loot hoarder,netherspite historian,novice engineer,kazakus,twilight drake,burgly bully,marin the fox,alexstrasza
963914-razakus-priest,circle of healing,silence,binding heal,holy smite,northshire cleric,pint size potion,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,shadow word death,auchenai soulpriest,priest of the feast,shadow word horror,lyra the sunshard,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,bloodmage thalnos,doomsayer,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,gnomish inventor,kazakus
963306-razackus-priest,silence,holy smite,northshire cleric,pint size potion,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,spirit lash,shadow word death,greater healing potion,priest of the feast,shadow word horror,holy nova,lyra the sunshard,raza the chained,cabal shadow priest,dragonfire potion,prophet velen,shadowreaper anduin,acidic swamp ooze,loot hoarder,novice engineer,tainted zealot,acolyte of pain,mind control tech,tar creeper,kazakus,elise the trailblazer
959202-razakus-priest-top-1-legend,circle of healing,silence,binding heal,holy smite,northshire cleric,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,kabal talonpriest,shadow word death,auchenai soulpriest,priest of the feast,lyra the sunshard,raza the chained,dragonfire potion,holy fire,prophet velen,shadowreaper anduin,bloodmage thalnos,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,giant wasp,gnomish inventor,kazakus
962978-raza-quest-priest-9-1,awaken the makers,crystalline oracle,holy smite,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,mirage caller,shadow word death,thoughtsteal,tortollan shellraiser,holy nova,lyra the sunshard,raza the chained,dragonfire potion,archbishop benedictus,prophet velen,shadowreaper anduin,obsidian statue,mistress of mixtures,volatile elemental,arfus,infested tauren,kazakus,bone drake,cairne bloodhoof,marin the fox,the lich king,nzoth the corruptor
962836-razakus,circle of healing,silence,binding heal,holy smite,northshire cleric,pint size potion,potion of madness,power word shield,mind blast,shadow visions,shadow word pain,spirit lash,shadow word death,auchenai soulpriest,priest of the feast,shadow word horror,holy nova,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,dirty rat,golakka crawler,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,coldlight oracle,kazakus,gadgetzan auctioneer
962616-november-top-100-legend-razakus-with-a-slight,circle of healing,silence,binding heal,holy smite,northshire cleric,pint size potion,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,shadow word death,auchenai soulpriest,priest of the feast,shadow word horror,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,bloodmage thalnos,golakka crawler,loot hoarder,novice engineer,wild pyromancer,acolyte of pain,gnomish inventor,kazakus
